PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
ND,22020,"Fargo, ND-MN",13-1051,Cost Estimators,detailed,320,11.4,2.336,1.60,33.85,"70,410",2.3,22.25,26.64,32.17,39.54,48.19,"46,280","55,410","66,910","82,250","100,240",,
ND,22020,"Fargo, ND-MN",13-1071,Human Resources Specialists,detailed,600,7.4,4.333,1.06,27.57,"57,350",1.7,17.29,21.38,26.82,32.54,38.53,"35,950","44,460","55,780","67,680","80,140",,
ND,22020,"Fargo, ND-MN",13-1081,Logisticians,detailed,150,21.2,1.122,0.96,28.99,"60,310",2.7,19.90,22.36,27.57,34.90,40.26,"41,390","46,510","57,350","72,580","83,740",,
ND,22020,"Fargo, ND-MN",13-1111,Management Analysts,detailed,240,17.7,1.744,0.37,36.20,"75,290",6.4,18.06,26.14,34.93,42.79,48.90,"37,570","54,380","72,650","88,990","101,710",,
ND,22020,"Fargo, ND-MN",13-1121,"Meeting, Convention, and Event Planners",detailed,80,17.5,0.570,0.75,21.10,"43,890",4.0,14.97,17.04,20.77,24.27,29.55,"31,130","35,450","43,190","50,480","61,470",,
ND,22020,"Fargo, ND-MN",13-1131,Fundraisers,detailed,120,10.1,0.889,1.70,27.41,"57,020",3.5,15.61,19.52,26.70,33.36,43.60,"32,470","40,610","55,530","69,400","90,680",,
ND,22020,"Fargo, ND-MN",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,21.0,0.425,0.74,27.00,"56,160",3.3,18.98,21.64,25.69,30.21,36.65,"39,480","45,000","53,440","62,830","76,240",,
ND,22020,"Fargo, ND-MN",13-1151,Training and Development Specialists,detailed,320,8.1,2.306,1.15,26.93,"56,020",2.2,17.35,20.45,24.96,32.93,39.27,"36,090","42,550","51,920","68,490","81,690",,
ND,22020,"Fargo, ND-MN",13-1161,Market Research Analysts and Marketing Specialists,detailed,570,12.0,4.158,0.94,25.39,"52,800",2.9,15.57,19.18,23.77,29.94,37.39,"32,380","39,890","49,440","62,270","77,770",,
ND,22020,"Fargo, ND-MN",13-1199,"Business Operations Specialists, All Other",detailed,890,7.2,6.423,0.88,36.46,"75,840",3.8,20.94,26.47,33.05,43.50,57.61,"43,560","55,050","68,750","90,490","119,820",,
ND,22020,"Fargo, ND-MN",13-2011,Accountants and Auditors,detailed,"1,170",9.3,8.509,0.98,30.82,"64,110",1.5,19.25,23.87,29.96,36.90,45.31,"40,030","49,650","62,320","76,750","94,230",,
ND,22020,"Fargo, ND-MN",13-2021,Appraisers and Assessors of Real Estate,detailed,50,40.5,0.383,0.96,27.84,"57,910",2.6,20.40,22.21,25.54,29.85,43.68,"42,440","46,190","53,130","62,100","90,850",,
ND,22020,"Fargo, ND-MN",13-2041,Credit Analysts,detailed,90,12.9,0.686,1.33,31.00,"64,480",3.1,20.71,23.27,30.80,36.66,40.52,"43,070","48,410","64,060","76,250","84,290",,
ND,22020,"Fargo, ND-MN",13-2051,Financial Analysts,detailed,140,21.6,1.028,0.49,45.64,"94,930",13.6,22.63,28.41,36.79,48.28,74.56,"47,080","59,090","76,520","100,430","155,080",,
ND,22020,"Fargo, ND-MN",13-2052,Personal Financial Advisors,detailed,180,22.0,1.296,0.94,49.94,"103,880",11.4,21.43,25.67,34.32,49.42,#,"44,570","53,390","71,390","102,800",#,,
ND,22020,"Fargo, ND-MN",13-2053,Insurance Underwriters,detailed,140,30.8,1.008,1.52,34.69,"72,150",9.8,18.95,23.23,30.51,39.54,56.04,"39,420","48,320","63,470","82,240","116,570",,
ND,22020,"Fargo, ND-MN",13-2061,Financial Examiners,detailed,100,11.2,0.744,1.84,38.55,"80,180",7.6,20.34,26.83,33.81,46.38,63.16,"42,300","55,800","70,310","96,470","131,370",,
ND,22020,"Fargo, ND-MN",13-2072,Loan Officers,detailed,420,14.5,3.031,1.44,32.20,"66,980",4.6,15.84,21.32,29.65,40.99,48.77,"32,950","44,340","61,670","85,250","101,450",,
ND,22020,"Fargo, ND-MN",13-2082,Tax Preparers,detailed,40,31.4,0.265,0.56,29.87,"62,130",4.5,20.95,23.70,29.52,35.03,38.55,"43,590","49,300","61,410","72,860","80,190",,
ND,22020,"Fargo, ND-MN",13-2099,"Financial Specialists, All Other",detailed,150,18.5,1.121,1.26,36.06,"75,010",6.9,16.83,19.50,30.56,42.95,70.19,"35,010","40,570","63,570","89,330","145,990",,
ND,22020,"Fargo, ND-MN",15-0000,Computer and Mathematical Occupations,major,"4,820",10.0,34.930,1.15,33.97,"70,660",1.6,20.20,25.25,31.56,40.54,50.62,"42,010","52,520","65,650","84,320","105,280",,
ND,22020,"Fargo, ND-MN",15-1121,Computer Systems Analysts,detailed,380,16.1,2.729,0.67,40.65,"84,550",5.8,24.40,29.54,36.82,47.66,70.50,"50,740","61,450","76,590","99,130","146,640",,
ND,22020,"Fargo, ND-MN",15-1122,Information Security Analysts,detailed,130,41.0,0.973,1.30,40.17,"83,560",3.6,23.21,32.02,39.55,47.49,58.30,"48,280","66,600","82,260","98,770","121,270",,
ND,22020,"Fargo, ND-MN",15-1131,Computer Programmers,detailed,500,13.7,3.592,2.26,36.84,"76,630",3.6,23.41,27.80,34.53,43.05,51.55,"48,690","57,830","71,820","89,540","107,220",,
ND,22020,"Fargo, ND-MN",15-1132,"Software Developers, Applications",detailed,780,15.7,5.661,0.91,36.43,"75,770",3.2,23.53,28.41,35.16,43.31,53.95,"48,940","59,090","73,140","90,080","112,210",,
ND,22020,"Fargo, ND-MN",15-1133,"Software Developers, Systems Software",detailed,**,**,**,**,34.77,"72,330",7.4,25.60,27.47,30.59,39.63,51.78,"53,240","57,140","63,630","82,430","107,710",,
ND,22020,"Fargo, ND-MN",15-1134,Web Developers,detailed,150,39.9,1.087,1.24,28.00,"58,240",2.1,17.20,21.26,27.95,34.90,38.47,"35,770","44,220","58,130","72,590","80,010",,
ND,22020,"Fargo, ND-MN",15-1141,Database Administrators,detailed,100,22.5,0.726,0.95,32.19,"66,950",3.5,19.00,26.21,29.56,37.52,49.68,"39,530","54,510","61,490","78,040","103,330",,
ND,22020,"Fargo, ND-MN",15-1142,Network and Computer Systems Administrators,detailed,380,21.6,2.778,1.10,32.88,"68,390",4.2,21.62,25.57,31.17,38.69,47.64,"44,960","53,180","64,840","80,480","99,100",,
ND,22020,"Fargo, ND-MN",15-1143,Computer Network Architects,detailed,130,29.1,0.915,0.87,46.41,"96,530",3.2,31.07,37.74,45.96,55.18,65.25,"64,620","78,490","95,600","114,770","135,730",,
ND,22020,"Fargo, ND-MN",15-1151,Computer User Support Specialists,detailed,"1,030",13.9,7.466,1.71,27.55,"57,310",6.1,16.97,20.29,24.64,33.22,43.64,"35,290","42,200","51,260","69,100","90,780",,
ND,22020,"Fargo, ND-MN",15-1152,Computer Network Support Specialists,detailed,260,13.1,1.878,1.50,32.60,"67,810",2.4,21.65,25.67,30.57,37.95,47.23,"45,040","53,380","63,580","78,940","98,240",,
ND,22020,"Fargo, ND-MN",15-1199,"Computer Occupations, All Other",detailed,490,9.0,3.526,1.34,33.40,"69,470",2.6,19.51,25.14,31.47,40.16,51.22,"40,580","52,290","65,450","83,530","106,540",,
ND,22020,"Fargo, ND-MN",15-2031,Operations Research Analysts,detailed,80,21.5,0.557,0.77,29.55,"61,470",3.9,20.56,22.95,26.69,30.85,42.68,"42,770","47,740","55,520","64,160","88,770",,
ND,22020,"Fargo, ND-MN",17-0000,Architecture and Engineering Occupations,major,"2,300",11.6,16.663,0.94,33.94,"70,600",2.6,19.93,25.58,31.17,39.82,51.26,"41,460","53,200","64,840","82,830","106,610",,
ND,22020,"Fargo, ND-MN",17-1011,"Architects, Except Landscape and Naval",detailed,80,29.9,0.576,0.80,40.32,"83,860",8.2,19.94,27.92,34.20,40.55,56.75,"41,470","58,080","71,140","84,350","118,050",,
ND,22020,"Fargo, ND-MN",17-1012,Landscape Architects,detailed,**,**,**,**,29.54,"61,450",18.9,14.48,19.47,26.76,38.61,50.86,"30,110","40,500","55,650","80,320","105,780",,
ND,22020,"Fargo, ND-MN",17-1022,Surveyors,detailed,50,35.4,0.339,1.08,37.10,"77,170",6.2,23.46,27.89,34.33,40.42,60.32,"48,800","58,010","71,400","84,080","125,470",,
ND,22020,"Fargo, ND-MN",17-2051,Civil Engineers,detailed,500,18.9,3.628,1.72,38.56,"80,200",3.1,25.28,28.43,35.38,46.37,60.90,"52,580","59,130","73,600","96,440","126,680",,
ND,22020,"Fargo, ND-MN",17-2071,Electrical Engineers,detailed,250,44.2,1.840,1.43,39.66,"82,500",5.5,25.21,31.65,39.11,48.52,57.75,"52,440","65,830","81,340","100,930","120,120",,
ND,22020,"Fargo, ND-MN",17-2072,"Electronics Engineers, Except Computer",detailed,60,31.3,0.437,0.47,37.07,"77,110",6.4,26.11,30.17,35.37,42.71,56.03,"54,310","62,750","73,570","88,840","116,550",,
ND,22020,"Fargo, ND-MN",17-2112,Industrial Engineers,detailed,170,13.9,1.212,0.63,34.23,"71,190",7.7,19.74,26.22,31.78,43.06,49.67,"41,050","54,530","66,100","89,570","103,320",,
ND,22020,"Fargo, ND-MN",17-2141,Mechanical Engineers,detailed,250,14.0,1.836,0.88,34.44,"71,630",2.0,25.14,27.86,32.69,39.27,48.64,"52,300","57,940","68,000","81,680","101,170",,
ND,22020,"Fargo, ND-MN",17-2199,"Engineers, All Other",detailed,90,12.5,0.649,0.66,35.57,"73,980",6.1,13.88,25.18,35.75,47.25,57.55,"28,860","52,380","74,360","98,280","119,690",,
ND,22020,"Fargo, ND-MN",17-3011,Architectural and Civil Drafters,detailed,150,13.4,1.090,1.62,25.42,"52,870",2.1,19.60,21.63,24.88,28.71,32.19,"40,770","44,980","51,750","59,720","66,960",,
ND,22020,"Fargo, ND-MN",17-3012,Electrical and Electronics Drafters,detailed,30,30.5,0.222,1.29,27.05,"56,260",3.3,20.46,22.67,26.13,30.32,37.30,"42,560","47,160","54,350","63,070","77,580",,
ND,22020,"Fargo, ND-MN",17-3013,Mechanical Drafters,detailed,50,47.7,0.366,0.94,24.32,"50,590",2.6,17.58,20.13,23.04,28.28,34.60,"36,560","41,870","47,920","58,830","71,970",,
ND,22020,"Fargo, ND-MN",17-3022,Civil Engineering Technicians,detailed,150,28.1,1.105,2.25,27.13,"56,430",3.1,19.68,22.98,27.17,30.86,36.19,"40,940","47,790","56,510","64,200","75,270",,
ND,22020,"Fargo, ND-MN",17-3023,Electrical and Electronics Engineering Technicians,detailed,90,22.3,0.617,0.70,29.62,"61,610",4.1,17.89,25.09,30.16,34.43,38.39,"37,220","52,200","62,730","71,620","79,860",,
ND,22020,"Fargo, ND-MN",17-3026,Industrial Engineering Technicians,detailed,**,**,**,**,25.83,"53,730",6.0,17.70,21.59,26.39,29.69,32.63,"36,820","44,910","54,900","61,760","67,870",,
ND,22020,"Fargo, ND-MN",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,70,20.7,0.505,0.88,28.90,"60,110",8.2,15.92,19.64,26.39,35.67,43.87,"33,120","40,860","54,890","74,200","91,250",,
ND,22020,"Fargo, ND-MN",17-3031,Surveying and Mapping Technicians,detailed,50,32.9,0.379,1.05,23.95,"49,820",5.3,12.28,20.19,24.14,28.77,33.61,"25,550","41,990","50,200","59,850","69,910",,
ND,22020,"Fargo, ND-MN",19-0000,"Life, Physical, and Social Science Occupations",major,"1,140",5.8,8.287,1.02,34.63,"72,030",4.5,15.84,21.65,30.82,44.72,60.88,"32,950","45,040","64,110","93,020","126,630",,
ND,22020,"Fargo, ND-MN",19-1013,Soil and Plant Scientists,detailed,180,16.6,1.333,12.86,*,*,*,*,*,*,*,*,*,*,*,*,*,,
ND,22020,"Fargo, ND-MN",19-1042,"Medical Scientists, Except Epidemiologists",detailed,40,29.9,0.286,0.34,35.71,"74,290",19.8,20.91,23.23,27.88,38.09,57.88,"43,500","48,320","57,990","79,220","120,390",,
ND,22020,"Fargo, ND-MN",19-2031,Chemists,detailed,30,14.0,0.237,0.41,40.83,"84,940",10.8,19.74,26.58,38.27,49.08,69.96,"41,070","55,280","79,590","102,080","145,530",,
ND,22020,"Fargo, ND-MN",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,50,36.8,0.365,0.66,36.32,"75,550",5.7,24.03,31.35,35.47,40.14,48.99,"49,970","65,200","73,780","83,490","101,900",,
ND,22020,"Fargo, ND-MN",19-3031,"Clinical, Counseling, and School Psychologists",detailed,90,20.7,0.657,0.86,39.34,"81,820",4.8,21.03,31.69,37.77,47.59,58.11,"43,740","65,910","78,560","98,980","120,860",,
ND,22020,"Fargo, ND-MN",19-3099,"Social Scientists and Related Workers, All Other",detailed,60,2.9,0.423,1.72,31.86,"66,280",4.7,21.65,28.53,31.40,35.28,41.93,"45,040","59,340","65,310","73,380","87,220",,
ND,22020,"Fargo, ND-MN",19-4011,Agricultural and Food Science Technicians,detailed,80,5.9,0.612,4.16,20.77,"43,200",2.6,15.71,17.47,20.40,23.26,25.79,"32,680","36,330","42,420","48,380","53,650",,
ND,22020,"Fargo, ND-MN",19-4021,Biological Technicians,detailed,110,10.7,0.818,1.53,19.07,"39,660",6.6,12.61,13.32,17.24,24.97,29.27,"26,230","27,710","35,870","51,930","60,870",,
ND,22020,"Fargo, ND-MN",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,40,46.9,0.291,1.29,24.93,"51,840",3.3,14.80,17.47,23.64,31.03,38.70,"30,790","36,340","49,170","64,550","80,490",,
ND,22020,"Fargo, ND-MN",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,60,16.1,0.462,1.02,23.46,"48,790",4.3,15.13,18.54,22.18,27.79,35.84,"31,480","38,570","46,140","57,800","74,540",,
ND,22020,"Fargo, ND-MN",21-0000,Community and Social Service Occupations,major,"1,940",5.8,14.033,0.94,23.43,"48,730",2.7,13.20,17.09,22.90,28.74,34.56,"27,460","35,550","47,630","59,770","71,890",,
ND,22020,"Fargo, ND-MN",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,280,14.0,1.993,1.01,28.57,"59,440",5.8,17.66,23.39,27.67,31.18,40.07,"36,730","48,640","57,560","64,850","83,350",,
ND,22020,"Fargo, ND-MN",21-1013,Marriage and Family Therapists,detailed,30,35.1,0.248,0.74,22.74,"47,290",4.2,17.42,19.79,22.20,24.89,29.66,"36,230","41,170","46,170","51,780","61,690",,
ND,22020,"Fargo, ND-MN",21-1015,Rehabilitation Counselors,detailed,60,26.0,0.421,0.57,17.65,"36,720",8.7,11.02,12.72,15.30,23.27,28.72,"22,920","26,460","31,830","48,400","59,740",,
ND,22020,"Fargo, ND-MN",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,320,17.0,2.343,1.27,23.00,"47,840",4.1,14.88,17.66,23.46,27.76,30.49,"30,950","36,740","48,790","57,740","63,410",,
ND,22020,"Fargo, ND-MN",21-1019,"Counselors, All Other",detailed,70,16.1,0.477,2.60,22.27,"46,320",4.6,15.96,17.40,20.34,25.45,33.90,"33,200","36,190","42,310","52,940","70,510",,
ND,22020,"Fargo, ND-MN",21-1021,"Child, Family, and School Social Workers",detailed,270,5.6,1.988,0.90,27.37,"56,940",3.4,18.41,22.05,26.79,31.29,38.10,"38,290","45,860","55,730","65,090","79,250",,
ND,22020,"Fargo, ND-MN",21-1022,Healthcare Social Workers,detailed,130,15.5,0.916,0.79,24.08,"50,100",2.1,19.72,21.06,23.29,26.78,30.35,"41,020","43,800","48,440","55,710","63,120",,
ND,22020,"Fargo, ND-MN",21-1029,"Social Workers, All Other",detailed,100,12.6,0.755,1.90,28.13,"58,520",11.6,16.40,18.93,30.18,35.31,39.99,"34,100","39,370","62,780","73,450","83,170",,
ND,22020,"Fargo, ND-MN",21-1091,Health Educators,detailed,50,13.8,0.330,0.81,26.17,"54,440",5.5,14.30,20.06,26.85,31.75,36.84,"29,740","41,730","55,840","66,040","76,630",,
ND,22020,"Fargo, ND-MN",21-1093,Social and Human Service Assistants,detailed,350,20.3,2.521,0.93,17.04,"35,450",4.8,11.18,12.95,15.93,20.49,24.49,"23,260","26,930","33,140","42,620","50,950",,
ND,22020,"Fargo, ND-MN",21-1094,Community Health Workers,detailed,70,19.6,0.483,1.25,20.30,"42,230",4.4,12.62,15.64,17.90,24.36,31.50,"26,240","32,520","37,240","50,670","65,530",,
ND,22020,"Fargo, ND-MN",21-1099,"Community and Social Service Specialists, All Other",detailed,60,13.4,0.468,0.69,19.64,"40,840",9.1,10.43,12.05,17.34,26.45,30.45,"21,690","25,060","36,070","55,010","63,330",,
ND,22020,"Fargo, ND-MN",21-2011,Clergy,detailed,70,11.9,0.522,1.48,21.93,"45,620",9.3,10.92,13.46,22.05,28.10,34.30,"22,720","28,000","45,870","58,460","71,340",,
ND,22020,"Fargo, ND-MN",23-0000,Legal Occupations,major,730,5.7,5.276,0.68,41.95,"87,250",6.5,15.68,21.48,36.01,58.87,74.81,"32,610","44,670","74,910","122,460","155,600",,
ND,22020,"Fargo, ND-MN",23-1011,Lawyers,detailed,370,14.2,2.685,0.60,57.63,"119,880",3.7,32.78,42.05,55.34,70.68,79.36,"68,190","87,450","115,100","147,020","165,080",,
ND,22020,"Fargo, ND-MN",23-2011,Paralegals and Legal Assistants,detailed,250,9.3,1.814,0.85,22.44,"46,670",5.5,13.55,15.97,20.60,27.46,35.31,"28,190","33,210","42,860","57,120","73,440",,
ND,22020,"Fargo, ND-MN",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,**,**,**,**,18.12,"37,690",13.3,13.32,14.91,16.96,18.92,27.84,"27,700","31,010","35,290","39,350","57,920",,
ND,22020,"Fargo, ND-MN",25-0000,"Education, Training, and Library Occupations",major,"7,510",12.6,54.448,0.90,27.65,"57,520",5.4,11.81,16.45,24.39,35.13,48.02,"24,560","34,220","50,720","73,070","99,880",,
ND,22020,"Fargo, ND-MN",25-1011,"Business Teachers, Postsecondary",detailed,110,0.0,0.775,1.33,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,60,0.0,0.434,1.23,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1042,"Biological Science Teachers, Postsecondary",detailed,50,0.0,0.377,1.05,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1052,"Chemistry Teachers, Postsecondary",detailed,50,0.0,0.353,2.39,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1066,"Psychology Teachers, Postsecondary",detailed,60,0.0,0.414,1.59,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1071,"Health Specialties Teachers, Postsecondary",detailed,60,0.0,0.423,0.31,*,"149,250",15.2,*,*,*,*,*,"50,200","66,830","115,230",#,#,TRUE,
ND,22020,"Fargo, ND-MN",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,70,0.0,0.532,1.38,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1081,"Education Teachers, Postsecondary",detailed,110,0.0,0.822,1.95,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1122,"Communications Teachers, Postsecondary",detailed,60,0.0,0.464,2.31,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,70,0.0,0.490,1.04,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,30,0.0,0.220,1.25,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
ND,22020,"Fargo, ND-MN",25-1125,"History Teachers, Postsecondary",detailed,30,0.0,0.235,1.66,*,"74,380",1.8,*,*,*,*,*,"54,290","59,800","70,190","82,430","101,340",TRUE,
ND,22020,"Fargo, ND-MN",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,70,0.0,0.499,4.38,*,"65,060",4.5,*,*,*,*,*,"40,540","53,110","63,660","77,380","93,780",TRUE,
ND,22020,"Fargo, ND-MN",25-1194,"Vocational Education Teachers, Postsecondary",detailed,170,15.4,1.258,1.65,27.15,"56,470",4.4,20.32,23.67,27.19,30.07,34.57,"42,270","49,240","56,560","62,550","71,910",,
ND,22020,"Fargo, ND-MN",25-2011,"Preschool Teachers, Except Special Education",detailed,710,38.8,5.117,1.74,12.68,"26,370",6.5,9.17,10.15,11.53,14.17,18.22,"19,070","21,100","23,990","29,480","37,900",,
ND,22020,"Fargo, ND-MN",25-2012,"Kindergarten Teachers, Except Special Education",detailed,160,19.0,1.191,1.31,*,"58,770",10.6,*,*,*,*,*,"37,010","43,290","53,450","67,470","94,380",TRUE,
ND,22020,"Fargo, ND-MN",25-2021,"Elementary School Teachers, Except Special Education",detailed,930,24.8,6.745,0.69,*,"68,660",10.8,*,*,*,*,*,"42,060","49,930","62,440","86,320","109,880",TRUE,
ND,22020,"Fargo, ND-MN",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,560,36.2,4.083,0.97,*,"68,470",7.7,*,*,*,*,*,"41,340","53,030","65,030","82,160","103,210",TRUE,
ND,22020,"Fargo, ND-MN",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,640,24.6,4.655,0.64,*,"63,630",8.4,*,*,*,*,*,"41,140","48,770","60,910","76,020","94,480",TRUE,
ND,22020,"Fargo, ND-MN",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,130,33.9,0.921,1.72,*,"62,800",11.0,*,*,*,*,*,"40,470","46,420","59,230","78,550","94,520",TRUE,
ND,22020,"Fargo, ND-MN",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,220,25.0,1.580,1.24,*,"63,460",11.5,*,*,*,*,*,"42,370","47,110","56,110","76,780","102,730",TRUE,
ND,22020,"Fargo, ND-MN",25-2053,"Special Education Teachers, Middle School",detailed,60,21.9,0.447,0.74,*,"84,840",5.2,*,*,*,*,*,"54,330","64,660","88,120","101,260","117,710",TRUE,
ND,22020,"Fargo, ND-MN",25-2054,"Special Education Teachers, Secondary School",detailed,90,33.9,0.622,0.63,*,"62,160",9.1,*,*,*,*,*,"43,610","48,670","57,910","73,410","88,960",TRUE,
ND,22020,"Fargo, ND-MN",25-2059,"Special Education Teachers, All Other",detailed,40,41.9,0.254,1.00,*,"72,270",8.6,*,*,*,*,*,"46,830","55,720","67,500","89,890","102,110",TRUE,
ND,22020,"Fargo, ND-MN",25-3021,Self-Enrichment Education Teachers,detailed,170,27.3,1.203,0.72,24.23,"50,400",9.1,11.57,15.82,18.34,26.66,32.85,"24,060","32,900","38,140","55,460","68,330",,
ND,22020,"Fargo, ND-MN",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,80,13.3,0.559,0.26,*,"53,390",8.8,*,*,*,*,*,"27,120","36,690","53,750","63,830","85,250",TRUE,
ND,22020,"Fargo, ND-MN",25-3098,Substitute Teachers,detailed,170,20.3,1.220,0.30,15.04,"31,280",4.8,12.04,12.66,13.73,14.80,17.90,"25,040","26,330","28,560","30,790","37,240",,
ND,22020,"Fargo, ND-MN",25-4012,Curators,detailed,40,33.3,0.258,3.04,23.07,"47,980",3.3,15.80,17.67,22.25,28.13,31.11,"32,870","36,760","46,280","58,510","64,710",,
ND,22020,"Fargo, ND-MN",25-4021,Librarians,detailed,80,20.0,0.612,0.70,32.50,"67,600",6.7,20.14,23.37,30.46,40.50,49.52,"41,890","48,620","63,370","84,230","103,010",,
ND,22020,"Fargo, ND-MN",25-4031,Library Technicians,detailed,110,26.3,0.767,1.25,17.55,"36,500",2.5,12.90,15.17,17.49,20.59,23.20,"26,830","31,550","36,380","42,830","48,260",,
ND,22020,"Fargo, ND-MN",25-9021,Farm and Home Management Advisors,detailed,160,0.0,1.173,21.18,25.91,"53,900",4.6,15.45,17.85,24.08,31.30,39.96,"32,140","37,140","50,090","65,110","83,120",,
ND,22020,"Fargo, ND-MN",25-9031,Instructional Coordinators,detailed,80,11.4,0.591,0.52,32.38,"67,350",4.1,21.02,25.56,31.53,37.81,47.11,"43,710","53,170","65,580","78,640","97,980",,
ND,22020,"Fargo, ND-MN",25-9041,Teacher Assistants,detailed,"1,350",23.6,9.751,1.06,*,"31,750",2.8,*,*,*,*,*,"22,050","26,740","32,850","36,770","39,130",TRUE,
ND,22020,"Fargo, ND-MN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,260",6.4,16.358,1.21,21.39,"44,480",3.6,10.01,13.63,19.12,25.65,35.86,"20,820","28,350","39,770","53,350","74,600",,
ND,22020,"Fargo, ND-MN",27-1019,"Artists and Related Workers, All Other",detailed,**,**,**,**,21.55,"44,830",11.8,12.21,16.68,19.38,27.74,29.80,"25,390","34,690","40,320","57,690","61,980",,
ND,22020,"Fargo, ND-MN",27-1024,Graphic Designers,detailed,260,10.3,1.886,1.25,20.29,"42,210",2.6,12.83,15.17,18.55,23.94,30.37,"26,690","31,550","38,580","49,800","63,170",,
ND,22020,"Fargo, ND-MN",27-1025,Interior Designers,detailed,60,42.0,0.424,1.08,24.86,"51,720",4.2,17.82,21.22,25.24,28.47,30.44,"37,060","44,130","52,500","59,220","63,310",,
ND,22020,"Fargo, ND-MN",27-1026,Merchandise Displayers and Window Trimmers,detailed,150,30.8,1.084,1.22,16.53,"34,380",4.2,11.48,13.14,15.75,18.94,22.95,"23,880","27,330","32,760","39,400","47,740",,
ND,22020,"Fargo, ND-MN",27-2012,Producers and Directors,detailed,120,49.3,0.888,1.08,18.37,"38,210",8.5,10.16,12.92,19.11,22.65,24.81,"21,130","26,870","39,760","47,110","51,600",,
ND,22020,"Fargo, ND-MN",27-2022,Coaches and Scouts,detailed,350,2.6,2.512,1.53,*,"35,030",14.0,*,*,*,*,*,"20,530","21,580","27,140","38,530","56,390",TRUE,
ND,22020,"Fargo, ND-MN",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,100,17.0,0.725,5.50,*,"30,860",4.8,*,*,*,*,*,"17,610","20,160","24,780","38,560","52,440",TRUE,
ND,22020,"Fargo, ND-MN",27-3012,Public Address System and Other Announcers,detailed,40,5.1,0.309,5.98,*,*,*,*,*,*,*,*,*,*,*,*,*,,
ND,22020,"Fargo, ND-MN",27-3022,Reporters and Correspondents,detailed,**,**,**,**,24.24,"50,430",10.8,10.40,13.82,18.41,30.07,46.94,"21,630","28,750","38,300","62,550","97,630",,
ND,22020,"Fargo, ND-MN",27-3031,Public Relations Specialists,detailed,210,15.1,1.553,0.94,26.84,"55,830",2.1,18.24,21.11,24.89,32.28,38.27,"37,940","43,900","51,780","67,140","79,590",,
ND,22020,"Fargo, ND-MN",27-3041,Editors,detailed,40,48.3,0.318,0.48,38.25,"79,560",9.9,15.85,21.00,31.24,44.20,68.30,"32,970","43,680","64,980","91,940","142,070",,
ND,22020,"Fargo, ND-MN",27-3042,Technical Writers,detailed,70,10.1,0.478,1.37,27.53,"57,260",7.4,17.10,19.36,24.27,32.31,45.37,"35,560","40,280","50,480","67,210","94,370",,
ND,22020,"Fargo, ND-MN",27-3043,Writers and Authors,detailed,50,20.8,0.384,1.23,23.05,"47,950",3.3,13.86,16.89,20.63,29.02,35.36,"28,820","35,140","42,920","60,350","73,540",,
